width,height,className,classId,path
158,219,bart_simpson,2,dataset_001203.png
625,478,sideshow_bob,17,dataset_001204.png
269,370,abraham_grampa_simpson,0,dataset_001205.png
320,360,charles_montgomery_burns,3,dataset_001206.png
200,263,charles_montgomery_burns,3,dataset_001207.png
215,232,nelson_muntz,15,dataset_001208.png
285,476,bart_simpson,2,dataset_001209.png
193,266,chief_wiggum,4,dataset_001210.png
191,295,bart_simpson,2,dataset_001211.png
126,175,charles_montgomery_burns,3,dataset_001212.png
220,253,homer_simpson,7,dataset_001213.png
239,446,marge_simpson,11,dataset_001214.png
202,242,comic_book_guy,5,dataset_001215.png
326,426,sideshow_bob,17,dataset_001216.png
263,304,marge_simpson,11,dataset_001217.png
151,271,bart_simpson,2,dataset_001218.png
160,470,principal_skinner,16,dataset_001219.png
259,195,chief_wiggum,4,dataset_001220.png
164,223,chief_wiggum,4,dataset_001221.png
220,368,homer_simpson,7,dataset_001222.png
143,231,ned_flanders,14,dataset_001223.png
253,310,abraham_grampa_simpson,0,dataset_001224.png
226,317,bart_simpson,2,dataset_001225.png
349,311,charles_montgomery_burns,3,dataset_001226.png
182,178,principal_skinner,16,dataset_001227.png
169,336,bart_simpson,2,dataset_001228.png
266,349,ned_flanders,14,dataset_001229.png
203,188,ned_flanders,14,dataset_001230.png
186,332,charles_montgomery_burns,3,dataset_001231.png
287,332,charles_montgomery_burns,3,dataset_001232.png
242,375,ned_flanders,14,dataset_001233.png
267,369,abraham_grampa_simpson,0,dataset_001234.png
259,315,marge_simpson,11,dataset_001235.png
204,333,sideshow_bob,17,dataset_001236.png
323,455,krusty_the_clown,9,dataset_001237.png
324,314,homer_simpson,7,dataset_001238.png
243,369,nelson_muntz,15,dataset_001239.png
245,276,principal_skinner,16,dataset_001240.png
173,296,lisa_simpson,10,dataset_001241.png
328,400,abraham_grampa_simpson,0,dataset_001242.png
182,189,comic_book_guy,5,dataset_001243.png
161,261,milhouse_van_houten,12,dataset_001244.png
207,272,lisa_simpson,10,dataset_001245.png
251,354,chief_wiggum,4,dataset_001246.png
161,227,kent_brockman,8,dataset_001247.png
131,269,marge_simpson,11,dataset_001248.png
304,299,homer_simpson,7,dataset_001249.png
153,398,principal_skinner,16,dataset_001250.png
343,356,lisa_simpson,10,dataset_001251.png
175,246,charles_montgomery_burns,3,dataset_001252.png
309,323,krusty_the_clown,9,dataset_001253.png
230,335,milhouse_van_houten,12,dataset_001254.png
167,356,bart_simpson,2,dataset_001255.png
197,380,ned_flanders,14,dataset_001256.png
320,316,comic_book_guy,5,dataset_001257.png
212,228,nelson_muntz,15,dataset_001258.png
311,355,charles_montgomery_burns,3,dataset_001259.png
193,248,charles_montgomery_burns,3,dataset_001260.png
132,213,marge_simpson,11,dataset_001261.png
335,335,charles_montgomery_burns,3,dataset_001262.png
172,391,ned_flanders,14,dataset_001263.png
182,298,marge_simpson,11,dataset_001264.png
232,331,bart_simpson,2,dataset_001265.png
263,295,ned_flanders,14,dataset_001266.png
194,324,bart_simpson,2,dataset_001267.png
253,372,edna_krabappel,6,dataset_001268.png
262,395,chief_wiggum,4,dataset_001269.png
215,306,chief_wiggum,4,dataset_001270.png
119,145,nelson_muntz,15,dataset_001271.png
188,265,marge_simpson,11,dataset_001272.png
262,321,charles_montgomery_burns,3,dataset_001273.png
157,313,marge_simpson,11,dataset_001274.png
164,262,lisa_simpson,10,dataset_001275.png
216,322,ned_flanders,14,dataset_001276.png
182,153,charles_montgomery_burns,3,dataset_001277.png
229,416,bart_simpson,2,dataset_001278.png
185,301,apu_nahasapeemapetilon,1,dataset_001279.png
162,181,edna_krabappel,6,dataset_001280.png
244,420,marge_simpson,11,dataset_001281.png
256,424,abraham_grampa_simpson,0,dataset_001282.png
213,367,nelson_muntz,15,dataset_001283.png
453,340,comic_book_guy,5,dataset_001284.png
223,314,lisa_simpson,10,dataset_001285.png
148,250,marge_simpson,11,dataset_001286.png
248,484,marge_simpson,11,dataset_001287.png
239,268,moe_szyslak,13,dataset_001288.png
198,300,charles_montgomery_burns,3,dataset_001289.png
229,308,abraham_grampa_simpson,0,dataset_001290.png
196,318,milhouse_van_houten,12,dataset_001291.png
158,175,chief_wiggum,4,dataset_001292.png
252,405,lisa_simpson,10,dataset_001293.png
229,248,nelson_muntz,15,dataset_001294.png
242,413,abraham_grampa_simpson,0,dataset_001295.png
214,299,principal_skinner,16,dataset_001296.png
125,143,principal_skinner,16,dataset_001297.png
186,247,apu_nahasapeemapetilon,1,dataset_001298.png
122,163,principal_skinner,16,dataset_001299.png
144,186,lisa_simpson,10,dataset_001300.png
288,418,bart_simpson,2,dataset_001301.png
167,290,ned_flanders,14,dataset_001302.png
155,310,marge_simpson,11,dataset_001303.png
145,207,marge_simpson,11,dataset_001304.png
117,186,chief_wiggum,4,dataset_001305.png
200,227,marge_simpson,11,dataset_001306.png
177,223,principal_skinner,16,dataset_001307.png
262,291,charles_montgomery_burns,3,dataset_001308.png
132,185,kent_brockman,8,dataset_001309.png
219,250,nelson_muntz,15,dataset_001310.png
247,353,bart_simpson,2,dataset_001311.png
293,415,principal_skinner,16,dataset_001312.png
473,403,moe_szyslak,13,dataset_001313.png
277,429,milhouse_van_houten,12,dataset_001314.png
217,416,homer_simpson,7,dataset_001315.png
310,351,marge_simpson,11,dataset_001316.png
267,430,apu_nahasapeemapetilon,1,dataset_001317.png
287,414,homer_simpson,7,dataset_001318.png
272,301,sideshow_bob,17,dataset_001319.png
213,398,principal_skinner,16,dataset_001320.png
424,404,moe_szyslak,13,dataset_001321.png
204,396,ned_flanders,14,dataset_001322.png
335,367,homer_simpson,7,dataset_001323.png
255,320,principal_skinner,16,dataset_001324.png
208,425,krusty_the_clown,9,dataset_001325.png
284,352,marge_simpson,11,dataset_001326.png
151,264,apu_nahasapeemapetilon,1,dataset_001327.png
290,359,lisa_simpson,10,dataset_001328.png
298,316,abraham_grampa_simpson,0,dataset_001329.png
229,293,bart_simpson,2,dataset_001330.png
243,259,comic_book_guy,5,dataset_001331.png
261,252,krusty_the_clown,9,dataset_001332.png
179,306,ned_flanders,14,dataset_001333.png
137,364,ned_flanders,14,dataset_001334.png
257,295,edna_krabappel,6,dataset_001335.png
246,384,abraham_grampa_simpson,0,dataset_001336.png
332,454,principal_skinner,16,dataset_001337.png
303,428,milhouse_van_houten,12,dataset_001338.png
191,375,abraham_grampa_simpson,0,dataset_001339.png
325,480,milhouse_van_houten,12,dataset_001340.png
199,279,edna_krabappel,6,dataset_001341.png
328,421,abraham_grampa_simpson,0,dataset_001342.png
232,290,abraham_grampa_simpson,0,dataset_001343.png
253,273,bart_simpson,2,dataset_001344.png
181,216,charles_montgomery_burns,3,dataset_001345.png
186,244,homer_simpson,7,dataset_001346.png
194,425,marge_simpson,11,dataset_001347.png
250,345,marge_simpson,11,dataset_001348.png
384,386,kent_brockman,8,dataset_001349.png
183,367,homer_simpson,7,dataset_001350.png
224,281,homer_simpson,7,dataset_001351.png
269,407,marge_simpson,11,dataset_001352.png
242,294,homer_simpson,7,dataset_001353.png
256,350,abraham_grampa_simpson,0,dataset_001354.png
170,270,milhouse_van_houten,12,dataset_001355.png
217,190,principal_skinner,16,dataset_001356.png
244,431,homer_simpson,7,dataset_001357.png
163,237,nelson_muntz,15,dataset_001358.png
159,165,moe_szyslak,13,dataset_001359.png
241,305,charles_montgomery_burns,3,dataset_001360.png
142,162,lisa_simpson,10,dataset_001361.png
179,266,lisa_simpson,10,dataset_001362.png
253,341,lisa_simpson,10,dataset_001363.png
197,312,principal_skinner,16,dataset_001364.png
129,279,bart_simpson,2,dataset_001365.png
188,318,bart_simpson,2,dataset_001366.png
502,374,chief_wiggum,4,dataset_001367.png
240,381,homer_simpson,7,dataset_001368.png
131,114,principal_skinner,16,dataset_001369.png
134,368,bart_simpson,2,dataset_001370.png
186,244,milhouse_van_houten,12,dataset_001371.png
209,225,bart_simpson,2,dataset_001372.png
250,392,marge_simpson,11,dataset_001373.png
324,372,marge_simpson,11,dataset_001374.png
202,308,milhouse_van_houten,12,dataset_001375.png
341,357,lisa_simpson,10,dataset_001376.png
137,431,marge_simpson,11,dataset_001377.png
194,219,edna_krabappel,6,dataset_001378.png
221,238,charles_montgomery_burns,3,dataset_001379.png
180,256,moe_szyslak,13,dataset_001380.png
115,141,nelson_muntz,15,dataset_001381.png
277,398,sideshow_bob,17,dataset_001382.png
290,323,homer_simpson,7,dataset_001383.png
207,461,marge_simpson,11,dataset_001384.png
213,337,ned_flanders,14,dataset_001385.png
335,415,abraham_grampa_simpson,0,dataset_001386.png
202,323,apu_nahasapeemapetilon,1,dataset_001387.png
329,388,lisa_simpson,10,dataset_001388.png
279,356,abraham_grampa_simpson,0,dataset_001389.png
189,324,principal_skinner,16,dataset_001390.png
173,312,ned_flanders,14,dataset_001391.png
226,358,bart_simpson,2,dataset_001392.png
216,357,edna_krabappel,6,dataset_001393.png
204,406,marge_simpson,11,dataset_001394.png
183,345,krusty_the_clown,9,dataset_001395.png
286,281,marge_simpson,11,dataset_001396.png
276,341,principal_skinner,16,dataset_001397.png
176,203,moe_szyslak,13,dataset_001398.png
180,260,moe_szyslak,13,dataset_001399.png
198,313,abraham_grampa_simpson,0,dataset_001400.png
172,320,edna_krabappel,6,dataset_001401.png
149,264,homer_simpson,7,dataset_001402.png
209,216,moe_szyslak,13,dataset_001403.png
167,257,bart_simpson,2,dataset_001404.png
269,396,marge_simpson,11,dataset_001405.png
227,316,nelson_muntz,15,dataset_001406.png
306,349,charles_montgomery_burns,3,dataset_001407.png
169,277,abraham_grampa_simpson,0,dataset_001408.png
237,359,lisa_simpson,10,dataset_001409.png
260,416,marge_simpson,11,dataset_001410.png
232,351,marge_simpson,11,dataset_001411.png
288,361,homer_simpson,7,dataset_001412.png
162,224,ned_flanders,14,dataset_001413.png
278,385,apu_nahasapeemapetilon,1,dataset_001414.png
156,219,apu_nahasapeemapetilon,1,dataset_001415.png
169,212,principal_skinner,16,dataset_001416.png
262,326,charles_montgomery_burns,3,dataset_001417.png
182,316,principal_skinner,16,dataset_001418.png
276,451,ned_flanders,14,dataset_001419.png
125,285,apu_nahasapeemapetilon,1,dataset_001420.png
165,360,marge_simpson,11,dataset_001421.png
177,274,lisa_simpson,10,dataset_001422.png
199,225,homer_simpson,7,dataset_001423.png
227,324,charles_montgomery_burns,3,dataset_001424.png
131,338,chief_wiggum,4,dataset_001425.png
170,363,abraham_grampa_simpson,0,dataset_001426.png
227,195,marge_simpson,11,dataset_001427.png
195,324,marge_simpson,11,dataset_001428.png
202,327,homer_simpson,7,dataset_001429.png
308,423,homer_simpson,7,dataset_001430.png
204,317,principal_skinner,16,dataset_001431.png
136,288,abraham_grampa_simpson,0,dataset_001432.png
201,440,ned_flanders,14,dataset_001433.png
191,259,chief_wiggum,4,dataset_001434.png
200,413,bart_simpson,2,dataset_001435.png
275,335,abraham_grampa_simpson,0,dataset_001436.png
130,156,krusty_the_clown,9,dataset_001437.png
206,379,bart_simpson,2,dataset_001438.png
128,143,chief_wiggum,4,dataset_001439.png
133,276,kent_brockman,8,dataset_001440.png
231,378,kent_brockman,8,dataset_001441.png
145,318,ned_flanders,14,dataset_001442.png
199,309,lisa_simpson,10,dataset_001443.png
293,387,kent_brockman,8,dataset_001444.png
204,447,ned_flanders,14,dataset_001445.png
211,440,abraham_grampa_simpson,0,dataset_001446.png
332,369,lisa_simpson,10,dataset_001447.png
168,224,apu_nahasapeemapetilon,1,dataset_001448.png
332,306,moe_szyslak,13,dataset_001449.png
201,223,comic_book_guy,5,dataset_001450.png
162,224,lisa_simpson,10,dataset_001451.png
207,302,charles_montgomery_burns,3,dataset_001452.png
241,271,moe_szyslak,13,dataset_001453.png
351,481,marge_simpson,11,dataset_001454.png
160,362,chief_wiggum,4,dataset_001455.png
167,159,sideshow_bob,17,dataset_001456.png
228,360,kent_brockman,8,dataset_001457.png
224,302,bart_simpson,2,dataset_001458.png
262,386,apu_nahasapeemapetilon,1,dataset_001459.png
317,406,ned_flanders,14,dataset_001460.png
314,359,krusty_the_clown,9,dataset_001461.png
193,295,homer_simpson,7,dataset_001462.png
179,206,principal_skinner,16,dataset_001463.png
178,195,bart_simpson,2,dataset_001464.png
134,159,charles_montgomery_burns,3,dataset_001465.png
139,270,nelson_muntz,15,dataset_001466.png
163,397,ned_flanders,14,dataset_001467.png
157,201,homer_simpson,7,dataset_001468.png
153,209,bart_simpson,2,dataset_001469.png
242,255,moe_szyslak,13,dataset_001470.png
197,409,homer_simpson,7,dataset_001471.png
167,293,nelson_muntz,15,dataset_001472.png
201,294,ned_flanders,14,dataset_001473.png
213,294,principal_skinner,16,dataset_001474.png
245,377,apu_nahasapeemapetilon,1,dataset_001475.png
275,315,homer_simpson,7,dataset_001476.png
242,324,ned_flanders,14,dataset_001477.png
209,359,marge_simpson,11,dataset_001478.png
301,292,kent_brockman,8,dataset_001479.png
150,241,lisa_simpson,10,dataset_001480.png
222,257,edna_krabappel,6,dataset_001481.png
222,408,marge_simpson,11,dataset_001482.png
157,168,homer_simpson,7,dataset_001483.png
201,307,apu_nahasapeemapetilon,1,dataset_001484.png
245,416,abraham_grampa_simpson,0,dataset_001485.png
256,386,lisa_simpson,10,dataset_001486.png
222,399,charles_montgomery_burns,3,dataset_001487.png
219,334,marge_simpson,11,dataset_001488.png
186,348,principal_skinner,16,dataset_001489.png
193,441,principal_skinner,16,dataset_001490.png
214,406,homer_simpson,7,dataset_001491.png
178,326,ned_flanders,14,dataset_001492.png
136,387,bart_simpson,2,dataset_001493.png
132,225,homer_simpson,7,dataset_001494.png
355,330,lisa_simpson,10,dataset_001495.png
158,204,charles_montgomery_burns,3,dataset_001496.png
248,425,edna_krabappel,6,dataset_001497.png
201,240,ned_flanders,14,dataset_001498.png
199,288,lisa_simpson,10,dataset_001499.png
372,389,nelson_muntz,15,dataset_001500.png
131,438,chief_wiggum,4,dataset_001501.png
336,415,ned_flanders,14,dataset_001502.png
259,406,kent_brockman,8,dataset_001503.png
293,249,homer_simpson,7,dataset_001504.png
194,342,homer_simpson,7,dataset_001505.png
217,317,lisa_simpson,10,dataset_001506.png
248,189,sideshow_bob,17,dataset_001507.png
218,349,bart_simpson,2,dataset_001508.png
244,360,lisa_simpson,10,dataset_001509.png
170,210,edna_krabappel,6,dataset_001510.png
169,288,ned_flanders,14,dataset_001511.png
172,261,marge_simpson,11,dataset_001512.png
249,278,krusty_the_clown,9,dataset_001513.png
231,325,ned_flanders,14,dataset_001514.png
278,297,homer_simpson,7,dataset_001515.png
164,184,principal_skinner,16,dataset_001516.png
258,392,bart_simpson,2,dataset_001517.png
184,237,moe_szyslak,13,dataset_001518.png
201,217,apu_nahasapeemapetilon,1,dataset_001519.png
221,210,apu_nahasapeemapetilon,1,dataset_001520.png
267,389,abraham_grampa_simpson,0,dataset_001521.png
247,368,chief_wiggum,4,dataset_001522.png
209,389,ned_flanders,14,dataset_001523.png
156,297,charles_montgomery_burns,3,dataset_001524.png
273,468,marge_simpson,11,dataset_001525.png
226,378,homer_simpson,7,dataset_001526.png
158,325,ned_flanders,14,dataset_001527.png
194,410,marge_simpson,11,dataset_001528.png
223,289,principal_skinner,16,dataset_001529.png
192,405,marge_simpson,11,dataset_001530.png
175,241,lisa_simpson,10,dataset_001531.png
179,403,marge_simpson,11,dataset_001532.png
493,445,edna_krabappel,6,dataset_001533.png
131,179,nelson_muntz,15,dataset_001534.png
240,328,kent_brockman,8,dataset_001535.png
225,315,marge_simpson,11,dataset_001536.png
161,340,bart_simpson,2,dataset_001537.png
119,243,chief_wiggum,4,dataset_001538.png
334,357,bart_simpson,2,dataset_001539.png
436,408,marge_simpson,11,dataset_001540.png
120,151,sideshow_bob,17,dataset_001541.png
286,462,apu_nahasapeemapetilon,1,dataset_001542.png
355,357,nelson_muntz,15,dataset_001543.png
197,454,homer_simpson,7,dataset_001544.png
320,472,ned_flanders,14,dataset_001545.png
314,389,homer_simpson,7,dataset_001546.png
192,431,marge_simpson,11,dataset_001547.png
281,481,chief_wiggum,4,dataset_001548.png
348,455,bart_simpson,2,dataset_001549.png
184,302,ned_flanders,14,dataset_001550.png
120,194,ned_flanders,14,dataset_001551.png
161,226,abraham_grampa_simpson,0,dataset_001552.png
145,157,charles_montgomery_burns,3,dataset_001553.png
250,308,charles_montgomery_burns,3,dataset_001554.png
173,256,bart_simpson,2,dataset_001555.png
237,332,milhouse_van_houten,12,dataset_001556.png
140,246,edna_krabappel,6,dataset_001557.png
160,235,edna_krabappel,6,dataset_001558.png
281,423,abraham_grampa_simpson,0,dataset_001559.png
232,235,abraham_grampa_simpson,0,dataset_001560.png
244,419,principal_skinner,16,dataset_001561.png
216,239,bart_simpson,2,dataset_001562.png
502,432,homer_simpson,7,dataset_001563.png
163,192,comic_book_guy,5,dataset_001564.png
188,274,charles_montgomery_burns,3,dataset_001565.png
198,333,abraham_grampa_simpson,0,dataset_001566.png
194,390,apu_nahasapeemapetilon,1,dataset_001567.png
288,474,sideshow_bob,17,dataset_001568.png
179,263,homer_simpson,7,dataset_001569.png
316,323,abraham_grampa_simpson,0,dataset_001570.png
128,188,ned_flanders,14,dataset_001571.png
338,401,lisa_simpson,10,dataset_001572.png
322,419,marge_simpson,11,dataset_001573.png
172,238,chief_wiggum,4,dataset_001574.png
246,353,bart_simpson,2,dataset_001575.png
121,174,apu_nahasapeemapetilon,1,dataset_001576.png
157,198,sideshow_bob,17,dataset_001577.png
137,209,principal_skinner,16,dataset_001578.png
239,209,charles_montgomery_burns,3,dataset_001579.png
158,226,milhouse_van_houten,12,dataset_001580.png
156,181,ned_flanders,14,dataset_001581.png
202,364,abraham_grampa_simpson,0,dataset_001582.png
253,289,sideshow_bob,17,dataset_001583.png
243,375,bart_simpson,2,dataset_001584.png
271,283,homer_simpson,7,dataset_001585.png
256,485,chief_wiggum,4,dataset_001586.png
171,332,principal_skinner,16,dataset_001587.png
197,323,ned_flanders,14,dataset_001588.png
250,339,homer_simpson,7,dataset_001589.png
181,180,edna_krabappel,6,dataset_001590.png
403,415,abraham_grampa_simpson,0,dataset_001591.png
149,161,krusty_the_clown,9,dataset_001592.png
160,265,homer_simpson,7,dataset_001593.png
346,351,abraham_grampa_simpson,0,dataset_001594.png
200,222,lisa_simpson,10,dataset_001595.png
198,240,milhouse_van_houten,12,dataset_001596.png
157,416,principal_skinner,16,dataset_001597.png
319,350,marge_simpson,11,dataset_001598.png
164,201,krusty_the_clown,9,dataset_001599.png
151,219,bart_simpson,2,dataset_001600.png
483,409,principal_skinner,16,dataset_001601.png
130,296,bart_simpson,2,dataset_001602.png
215,270,homer_simpson,7,dataset_001603.png
138,157,nelson_muntz,15,dataset_001604.png
183,239,lisa_simpson,10,dataset_001605.png
335,406,krusty_the_clown,9,dataset_001606.png
217,415,homer_simpson,7,dataset_001607.png
250,406,ned_flanders,14,dataset_001608.png
227,314,abraham_grampa_simpson,0,dataset_001609.png
341,415,abraham_grampa_simpson,0,dataset_001610.png
267,318,moe_szyslak,13,dataset_001611.png
189,382,marge_simpson,11,dataset_001612.png
134,149,nelson_muntz,15,dataset_001613.png
201,184,krusty_the_clown,9,dataset_001614.png
324,478,chief_wiggum,4,dataset_001615.png
182,262,marge_simpson,11,dataset_001616.png
210,377,milhouse_van_houten,12,dataset_001617.png
139,187,lisa_simpson,10,dataset_001618.png
243,294,bart_simpson,2,dataset_001619.png
126,209,abraham_grampa_simpson,0,dataset_001620.png
212,298,krusty_the_clown,9,dataset_001621.png
239,266,moe_szyslak,13,dataset_001622.png
211,335,abraham_grampa_simpson,0,dataset_001623.png
290,354,ned_flanders,14,dataset_001624.png
186,277,apu_nahasapeemapetilon,1,dataset_001625.png
303,314,principal_skinner,16,dataset_001626.png
285,305,principal_skinner,16,dataset_001627.png
137,171,moe_szyslak,13,dataset_001628.png
271,386,bart_simpson,2,dataset_001629.png
146,165,sideshow_bob,17,dataset_001630.png
270,463,abraham_grampa_simpson,0,dataset_001631.png
205,372,marge_simpson,11,dataset_001632.png
194,312,kent_brockman,8,dataset_001633.png
229,331,lisa_simpson,10,dataset_001634.png
235,328,ned_flanders,14,dataset_001635.png
143,141,marge_simpson,11,dataset_001636.png
204,264,apu_nahasapeemapetilon,1,dataset_001637.png
269,377,sideshow_bob,17,dataset_001638.png
250,367,marge_simpson,11,dataset_001639.png
164,234,bart_simpson,2,dataset_001640.png
180,259,chief_wiggum,4,dataset_001641.png
301,341,apu_nahasapeemapetilon,1,dataset_001642.png
196,321,kent_brockman,8,dataset_001643.png
293,394,abraham_grampa_simpson,0,dataset_001644.png
140,421,marge_simpson,11,dataset_001645.png
163,305,abraham_grampa_simpson,0,dataset_001646.png
224,287,nelson_muntz,15,dataset_001647.png
195,391,charles_montgomery_burns,3,dataset_001648.png
194,233,marge_simpson,11,dataset_001649.png
154,134,kent_brockman,8,dataset_001650.png
188,330,marge_simpson,11,dataset_001651.png
147,243,lisa_simpson,10,dataset_001652.png
258,278,moe_szyslak,13,dataset_001653.png
238,327,homer_simpson,7,dataset_001654.png
177,270,homer_simpson,7,dataset_001655.png
215,270,marge_simpson,11,dataset_001656.png
111,155,krusty_the_clown,9,dataset_001657.png
209,230,lisa_simpson,10,dataset_001658.png
180,238,principal_skinner,16,dataset_001659.png
224,315,ned_flanders,14,dataset_001660.png
294,420,sideshow_bob,17,dataset_001661.png
245,378,marge_simpson,11,dataset_001662.png
282,368,homer_simpson,7,dataset_001663.png
213,254,sideshow_bob,17,dataset_001664.png
172,286,bart_simpson,2,dataset_001665.png
303,369,abraham_grampa_simpson,0,dataset_001666.png
269,423,ned_flanders,14,dataset_001667.png
127,265,marge_simpson,11,dataset_001668.png
417,383,principal_skinner,16,dataset_001669.png
164,294,abraham_grampa_simpson,0,dataset_001670.png
215,290,abraham_grampa_simpson,0,dataset_001671.png
135,146,kent_brockman,8,dataset_001672.png
231,319,abraham_grampa_simpson,0,dataset_001673.png
209,266,ned_flanders,14,dataset_001674.png
357,299,charles_montgomery_burns,3,dataset_001675.png
296,385,krusty_the_clown,9,dataset_001676.png
346,442,apu_nahasapeemapetilon,1,dataset_001677.png
147,210,principal_skinner,16,dataset_001678.png
211,362,bart_simpson,2,dataset_001679.png
160,217,comic_book_guy,5,dataset_001680.png
123,136,kent_brockman,8,dataset_001681.png
204,247,apu_nahasapeemapetilon,1,dataset_001682.png
200,166,charles_montgomery_burns,3,dataset_001683.png
164,282,principal_skinner,16,dataset_001684.png
204,217,bart_simpson,2,dataset_001685.png
330,355,edna_krabappel,6,dataset_001686.png
325,398,krusty_the_clown,9,dataset_001687.png
255,310,bart_simpson,2,dataset_001688.png
393,474,principal_skinner,16,dataset_001689.png
216,256,lisa_simpson,10,dataset_001690.png
185,274,sideshow_bob,17,dataset_001691.png
268,424,comic_book_guy,5,dataset_001692.png
218,324,charles_montgomery_burns,3,dataset_001693.png
134,132,lisa_simpson,10,dataset_001694.png
207,328,abraham_grampa_simpson,0,dataset_001695.png
137,378,principal_skinner,16,dataset_001696.png
214,415,abraham_grampa_simpson,0,dataset_001697.png
282,335,charles_montgomery_burns,3,dataset_001698.png
153,226,moe_szyslak,13,dataset_001699.png
142,148,comic_book_guy,5,dataset_001700.png
155,183,lisa_simpson,10,dataset_001701.png
248,313,abraham_grampa_simpson,0,dataset_001702.png
194,327,apu_nahasapeemapetilon,1,dataset_001703.png
301,413,marge_simpson,11,dataset_001704.png
199,299,homer_simpson,7,dataset_001705.png
238,283,comic_book_guy,5,dataset_001706.png
157,204,ned_flanders,14,dataset_001707.png
180,328,marge_simpson,11,dataset_001708.png
195,269,bart_simpson,2,dataset_001709.png
195,270,bart_simpson,2,dataset_001710.png
241,364,abraham_grampa_simpson,0,dataset_001711.png
229,329,principal_skinner,16,dataset_001712.png
376,463,apu_nahasapeemapetilon,1,dataset_001713.png
373,410,nelson_muntz,15,dataset_001714.png
261,328,kent_brockman,8,dataset_001715.png
183,249,marge_simpson,11,dataset_001716.png
293,308,nelson_muntz,15,dataset_001717.png
565,331,homer_simpson,7,dataset_001718.png
172,281,chief_wiggum,4,dataset_001719.png
413,382,ned_flanders,14,dataset_001720.png
238,327,bart_simpson,2,dataset_001721.png
318,364,principal_skinner,16,dataset_001722.png
223,337,abraham_grampa_simpson,0,dataset_001723.png
212,285,charles_montgomery_burns,3,dataset_001724.png
208,433,abraham_grampa_simpson,0,dataset_001725.png
146,195,moe_szyslak,13,dataset_001726.png
342,369,comic_book_guy,5,dataset_001727.png
263,395,marge_simpson,11,dataset_001728.png
184,270,marge_simpson,11,dataset_001729.png
177,334,homer_simpson,7,dataset_001730.png
326,441,homer_simpson,7,dataset_001731.png
219,430,marge_simpson,11,dataset_001732.png
165,154,nelson_muntz,15,dataset_001733.png
397,414,abraham_grampa_simpson,0,dataset_001734.png
313,351,homer_simpson,7,dataset_001735.png
163,456,marge_simpson,11,dataset_001736.png
128,266,bart_simpson,2,dataset_001737.png
360,383,charles_montgomery_burns,3,dataset_001738.png
208,423,abraham_grampa_simpson,0,dataset_001739.png
239,349,ned_flanders,14,dataset_001740.png
321,342,homer_simpson,7,dataset_001741.png
311,340,charles_montgomery_burns,3,dataset_001742.png
216,334,abraham_grampa_simpson,0,dataset_001743.png
231,350,ned_flanders,14,dataset_001744.png
150,304,ned_flanders,14,dataset_001745.png
270,374,bart_simpson,2,dataset_001746.png
200,309,kent_brockman,8,dataset_001747.png
140,235,marge_simpson,11,dataset_001748.png
130,155,charles_montgomery_burns,3,dataset_001749.png
240,379,lisa_simpson,10,dataset_001750.png
178,257,bart_simpson,2,dataset_001751.png
188,187,bart_simpson,2,dataset_001752.png
241,264,chief_wiggum,4,dataset_001753.png
285,415,kent_brockman,8,dataset_001754.png
317,391,abraham_grampa_simpson,0,dataset_001755.png
155,164,charles_montgomery_burns,3,dataset_001756.png
154,324,ned_flanders,14,dataset_001757.png
183,290,abraham_grampa_simpson,0,dataset_001758.png
282,354,ned_flanders,14,dataset_001759.png
291,314,moe_szyslak,13,dataset_001760.png
243,252,edna_krabappel,6,dataset_001761.png
123,200,bart_simpson,2,dataset_001762.png
237,420,apu_nahasapeemapetilon,1,dataset_001763.png
178,386,bart_simpson,2,dataset_001764.png
182,224,moe_szyslak,13,dataset_001765.png
199,411,marge_simpson,11,dataset_001766.png
222,287,nelson_muntz,15,dataset_001767.png
281,390,bart_simpson,2,dataset_001768.png
145,130,charles_montgomery_burns,3,dataset_001769.png
144,214,abraham_grampa_simpson,0,dataset_001770.png
232,319,ned_flanders,14,dataset_001771.png
258,350,principal_skinner,16,dataset_001772.png
191,274,marge_simpson,11,dataset_001773.png
184,360,bart_simpson,2,dataset_001774.png
325,454,principal_skinner,16,dataset_001775.png
208,353,charles_montgomery_burns,3,dataset_001776.png
203,384,ned_flanders,14,dataset_001777.png
217,229,marge_simpson,11,dataset_001778.png
283,300,lisa_simpson,10,dataset_001779.png
242,305,bart_simpson,2,dataset_001780.png
394,478,abraham_grampa_simpson,0,dataset_001781.png
295,348,homer_simpson,7,dataset_001782.png
123,186,principal_skinner,16,dataset_001783.png
260,387,principal_skinner,16,dataset_001784.png
369,348,principal_skinner,16,dataset_001785.png
188,254,bart_simpson,2,dataset_001786.png
146,198,bart_simpson,2,dataset_001787.png
142,223,charles_montgomery_burns,3,dataset_001788.png
229,274,abraham_grampa_simpson,0,dataset_001789.png
138,279,ned_flanders,14,dataset_001790.png
170,263,bart_simpson,2,dataset_001791.png
146,193,kent_brockman,8,dataset_001792.png
188,312,lisa_simpson,10,dataset_001793.png
163,228,principal_skinner,16,dataset_001794.png
236,477,marge_simpson,11,dataset_001795.png
146,282,ned_flanders,14,dataset_001796.png
284,367,abraham_grampa_simpson,0,dataset_001797.png
176,236,bart_simpson,2,dataset_001798.png
204,306,homer_simpson,7,dataset_001799.png
